Rotacja;Wiek;LataNaObecnymStanowisku;PodróżeSłużbowe;ZadowolenieZPracy;ZaangażowanieWPracę;ZadowolenieZeŚrodowiska;MiesięcznyDochód;StanCywilny;Nadgodziny;GrupaWiekowa;GrupaDochodowa;GrupaLataNaObecnymStanowisku
Nie;40;4;Rzadkie podróże;1;3;Niezadowolony;5473;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;33;14;Rzadkie podróże;3;3;Średnio zadowolony;5207;Żonaty/Zamężna;Tak;26-35;4001-6000;13-16
Nie;40;7;Rzadkie podróże;4;3;Średnio zadowolony;16437;Wolny/Wolna;Tak;36-45;10000+;5-8
Nie;24;1;Rzadkie podróże;1;2;Średnio zadowolony;2296;Rozwiedziony/Rozwiedziona;Nie;19-25;2001-4000;0-4
Nie;40;2;Brak podróży;4;3;Zadowolony;4069;Rozwiedziony/Rozwiedziona;Tak;36-45;4001-6000;0-4
Nie;45;8;Rzadkie podróże;2;3;Niezadowolony;7441;Rozwiedziony/Rozwiedziona;Nie;36-45;6001-8000;5-8
Nie;35;3;Rzadkie podróże;3;2;Średnio zadowolony;2430;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;32;1;Rzadkie podróże;2;2;Zadowolony;5878;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Nie;36;2;Rzadkie podróże;4;3;Średnio zadowolony;2644;Wolny/Wolna;Tak;36-45;2001-4000;0-4
Nie;48;7;Rzadkie podróże;3;3;Średnio zadowolony;6439;Rozwiedziony/Rozwiedziona;Nie;46-55;6001-8000;5-8
Nie;29;0;Rzadkie podróże;3;4;Średnio zadowolony;2451;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;33;2;Rzadkie podróże;1;3;Niezadowolony;6392;Żonaty/Zamężna;Nie;26-35;6001-8000;0-4
Tak;30;8;Rzadkie podróże;1;2;Średnio zadowolony;9714;Żonaty/Zamężna;Nie;26-35;8001-10000;5-8
Nie;38;3;Częste podróże;3;3;Średnio zadowolony;6077;Żonaty/Zamężna;Nie;36-45;6001-8000;0-4
Nie;35;0;Rzadkie podróże;1;2;Zadowolony;2450;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Nie;30;2;Rzadkie podróże;2;3;Średnio zadowolony;9250;Żonaty/Zamężna;Nie;26-35;8001-10000;0-4
Tak;35;0;Rzadkie podróże;1;3;Niezadowolony;2074;Rozwiedziony/Rozwiedziona;Tak;26-35;2001-4000;0-4
Tak;53;7;Rzadkie podróże;4;2;Średnio zadowolony;10169;Żonaty/Zamężna;Nie;46-55;10000+;5-8
Tak;38;2;Rzadkie podróże;2;3;Średnio zadowolony;4855;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;32;5;Brak podróży;1;3;Zadowolony;4087;Żonaty/Zamężna;Nie;26-35;4001-6000;5-8
Nie;48;2;Rzadkie podróże;1;3;Średnio zadowolony;2367;Żonaty/Zamężna;Nie;46-55;2001-4000;0-4
Nie;34;0;Rzadkie podróże;4;3;Niezadowolony;2972;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Nie;55;6;Rzadkie podróże;4;2;Średnio zadowolony;19586;Żonaty/Zamężna;Nie;46-55;10000+;5-8
Nie;34;2;Rzadkie podróże;4;3;Średnio zadowolony;5484;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Nie;26;0;Rzadkie podróże;4;3;Niezadowolony;2061;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;38;8;Rzadkie podróże;2;3;Średnio zadowolony;9924;Żonaty/Zamężna;Nie;36-45;8001-10000;5-8
Nie;38;2;Rzadkie podróże;2;3;Średnio zadowolony;4198;Wolny/Wolna;Nie;36-45;4001-6000;0-4
Nie;36;0;Rzadkie podróże;3;3;Średnio zadowolony;6815;Wolny/Wolna;Nie;36-45;6001-8000;0-4
Nie;29;9;Rzadkie podróże;1;3;Średnio zadowolony;4723;Wolny/Wolna;Tak;26-35;4001-6000;9-12
Nie;35;2;Rzadkie podróże;3;3;Niezadowolony;6142;Wolny/Wolna;Tak;26-35;6001-8000;0-4
Nie;39;6;Rzadkie podróże;3;4;Zadowolony;8237;Żonaty/Zamężna;Nie;36-45;8001-10000;5-8
Nie;29;4;Częste podróże;4;3;Niezadowolony;8853;Rozwiedziony/Rozwiedziona;Nie;26-35;8001-10000;0-4
Nie;50;0;Rzadkie podróże;3;3;Średnio zadowolony;19331;Żonaty/Zamężna;Tak;46-55;10000+;0-4
Nie;23;2;Rzadkie podróże;3;4;Zadowolony;2073;Żonaty/Zamężna;Nie;19-25;2001-4000;0-4
Nie;36;2;Częste podróże;1;4;Niezadowolony;5562;Żonaty/Zamężna;Tak;36-45;4001-6000;0-4
Nie;42;0;Rzadkie podróże;4;2;Zadowolony;19613;Wolny/Wolna;Nie;36-45;10000+;0-4
Nie;35;9;Rzadkie podróże;3;4;Średnio zadowolony;3407;Żonaty/Zamężna;Nie;26-35;2001-4000;9-12
Nie;34;2;Częste podróże;3;2;Zadowolony;5063;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Nie;40;4;Rzadkie podróże;1;3;Zadowolony;4639;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;43;4;Rzadkie podróże;2;4;Zadowolony;4876;Rozwiedziony/Rozwiedziona;Nie;36-45;4001-6000;0-4
Nie;35;0;Rzadkie podróże;4;2;Średnio zadowolony;2690;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;46;0;Rzadkie podróże;1;4;Zadowolony;17567;Wolny/Wolna;Nie;46-55;10000+;0-4
Tak;28;1;Rzadkie podróże;2;3;Średnio zadowolony;2408;Żonaty/Zamężna;Tak;26-35;2001-4000;0-4
Nie;22;2;Brak podróży;3;2;Średnio zadowolony;2814;Żonaty/Zamężna;Tak;19-25;2001-4000;0-4
Nie;50;8;Częste podróże;3;3;Średnio zadowolony;11245;Żonaty/Zamężna;Tak;46-55;10000+;5-8
Nie;32;2;Rzadkie podróże;4;4;Średnio zadowolony;3312;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;44;7;Rzadkie podróże;4;3;Średnio zadowolony;19049;Rozwiedziony/Rozwiedziona;Tak;36-45;10000+;5-8
Nie;30;4;Rzadkie podróże;2;2;Średnio zadowolony;2141;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;45;7;Rzadkie podróże;1;1;Średnio zadowolony;5769;Wolny/Wolna;Tak;36-45;4001-6000;5-8
Nie;45;7;Brak podróży;1;2;Niezadowolony;4385;Żonaty/Zamężna;Nie;36-45;4001-6000;5-8
Nie;31;2;Częste podróże;1;3;Zadowolony;5332;Wolny/Wolna;Nie;26-35;4001-6000;0-4
Nie;36;2;Rzadkie podróże;3;3;Średnio zadowolony;4663;Żonaty/Zamężna;Tak;36-45;4001-6000;0-4
Nie;34;7;Częste podróże;4;4;Średnio zadowolony;4724;Rozwiedziony/Rozwiedziona;Nie;26-35;4001-6000;5-8
Nie;49;6;Rzadkie podróże;1;3;Średnio zadowolony;3211;Żonaty/Zamężna;Nie;46-55;2001-4000;5-8
Nie;39;7;Rzadkie podróże;1;3;Średnio zadowolony;5377;Żonaty/Zamężna;Nie;36-45;4001-6000;5-8
Nie;27;7;Rzadkie podróże;1;2;Zadowolony;4066;Rozwiedziony/Rozwiedziona;Nie;26-35;4001-6000;5-8
Nie;35;15;Rzadkie podróże;1;4;Średnio zadowolony;5208;Żonaty/Zamężna;Nie;26-35;4001-6000;13-16
Nie;28;3;Rzadkie podróże;1;1;Średnio zadowolony;4877;Rozwiedziony/Rozwiedziona;Nie;26-35;4001-6000;0-4
Nie;21;2;Rzadkie podróże;4;3;Średnio zadowolony;3117;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Tak;18;0;Częste podróże;4;3;Średnio zadowolony;1569;Wolny/Wolna;Tak;0-18;0-2000;0-4
Nie;47;2;Rzadkie podróże;3;3;Zadowolony;19658;Żonaty/Zamężna;Nie;46-55;10000+;0-4
Nie;39;8;Rzadkie podróże;3;2;Średnio zadowolony;3069;Rozwiedziony/Rozwiedziona;Nie;36-45;2001-4000;5-8
Nie;40;15;Rzadkie podróże;3;2;Niezadowolony;10435;Żonaty/Zamężna;Nie;36-45;10000+;13-16
Nie;35;11;Brak podróży;3;3;Średnio zadowolony;4148;Żonaty/Zamężna;Nie;26-35;4001-6000;9-12
Nie;37;3;Rzadkie podróże;3;3;Średnio zadowolony;5768;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;39;2;Częste podróże;3;3;Niezadowolony;5042;Wolny/Wolna;Nie;36-45;4001-6000;0-4
Nie;45;7;Rzadkie podróże;4;2;Zadowolony;5770;Rozwiedziony/Rozwiedziona;Nie;36-45;4001-6000;5-8
Nie;38;4;Rzadkie podróże;3;2;Zadowolony;7756;Żonaty/Zamężna;Tak;36-45;6001-8000;0-4
Tak;35;12;Rzadkie podróże;1;2;Zadowolony;10306;Żonaty/Zamężna;Nie;26-35;10000+;9-12
Nie;37;4;Rzadkie podróże;2;3;Średnio zadowolony;3936;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Nie;40;2;Rzadkie podróże;4;3;Średnio zadowolony;7945;Wolny/Wolna;Tak;36-45;6001-8000;0-4
Nie;44;7;Częste podróże;4;3;Niezadowolony;5743;Żonaty/Zamężna;Tak;36-45;4001-6000;5-8
Nie;48;2;Częste podróże;4;2;Średnio zadowolony;15202;Żonaty/Zamężna;Nie;46-55;10000+;0-4
Tak;35;2;Rzadkie podróże;4;1;Niezadowolony;5440;Rozwiedziony/Rozwiedziona;Tak;26-35;4001-6000;0-4
Nie;24;3;Częste podróże;4;3;Niezadowolony;3760;Wolny/Wolna;Tak;19-25;2001-4000;0-4
Nie;27;2;Rzadkie podróże;3;4;Średnio zadowolony;3517;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;27;2;Częste podróże;4;3;Zadowolony;2580;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Tak;40;2;Rzadkie podróże;1;3;Niezadowolony;2166;Wolny/Wolna;Tak;36-45;2001-4000;0-4
Nie;29;2;Rzadkie podróże;3;2;Średnio zadowolony;5869;Wolny/Wolna;Nie;26-35;4001-6000;0-4
Nie;36;2;Rzadkie podróże;1;3;Średnio zadowolony;8008;Żonaty/Zamężna;Nie;36-45;8001-10000;0-4
Nie;25;7;Częste podróże;3;4;Zadowolony;5206;Rozwiedziony/Rozwiedziona;Nie;19-25;4001-6000;5-8
Nie;39;4;Rzadkie podróże;2;3;Zadowolony;5295;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;49;2;Rzadkie podróże;2;3;Niezadowolony;16413;Żonaty/Zamężna;Nie;46-55;10000+;0-4
Nie;50;11;Rzadkie podróże;1;2;Zadowolony;13269;Rozwiedziony/Rozwiedziona;Nie;46-55;10000+;9-12
Nie;20;2;Rzadkie podróże;3;3;Średnio zadowolony;2783;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Nie;34;8;Rzadkie podróże;2;3;Zadowolony;5433;Rozwiedziony/Rozwiedziona;Nie;26-35;4001-6000;5-8
Nie;36;3;Rzadkie podróże;2;3;Niezadowolony;2013;Wolny/Wolna;Nie;36-45;2001-4000;0-4
Nie;49;11;Rzadkie podróże;3;2;Średnio zadowolony;13966;Żonaty/Zamężna;Tak;46-55;10000+;9-12
Nie;36;2;Brak podróży;3;2;Zadowolony;4374;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;36;4;Rzadkie podróże;1;4;Zadowolony;6842;Rozwiedziony/Rozwiedziona;Nie;36-45;6001-8000;0-4
Nie;54;8;Rzadkie podróże;3;3;Średnio zadowolony;17426;Żonaty/Zamężna;Nie;46-55;10000+;5-8
Nie;43;10;Rzadkie podróże;3;2;Średnio zadowolony;17603;Żonaty/Zamężna;Nie;36-45;10000+;9-12
Tak;35;9;Częste podróże;4;3;Zadowolony;4581;Wolny/Wolna;Tak;26-35;4001-6000;9-12
Nie;38;11;Częste podróże;4;3;Zadowolony;4735;Żonaty/Zamężna;Nie;36-45;4001-6000;9-12
Nie;29;0;Rzadkie podróże;2;2;Niezadowolony;4187;Rozwiedziony/Rozwiedziona;Tak;26-35;4001-6000;0-4
Nie;33;2;Rzadkie podróże;4;3;Zadowolony;5505;Rozwiedziony/Rozwiedziona;Nie;26-35;4001-6000;0-4
Nie;32;5;Rzadkie podróże;2;3;Zadowolony;5470;Rozwiedziony/Rozwiedziona;Nie;26-35;4001-6000;5-8
Nie;31;0;Rzadkie podróże;4;3;Niezadowolony;5476;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Nie;49;2;Rzadkie podróże;1;3;Zadowolony;2587;Rozwiedziony/Rozwiedziona;Tak;46-55;2001-4000;0-4
Nie;38;3;Częste podróże;2;2;Zadowolony;2440;Wolny/Wolna;Nie;36-45;2001-4000;0-4
Nie;47;2;Rzadkie podróże;2;4;Średnio zadowolony;15972;Rozwiedziony/Rozwiedziona;Nie;46-55;10000+;0-4
Nie;49;7;Rzadkie podróże;3;3;Średnio zadowolony;15379;Wolny/Wolna;Nie;46-55;10000+;5-8
Nie;41;0;Rzadkie podróże;3;3;Zadowolony;7082;Wolny/Wolna;Tak;36-45;6001-8000;0-4
Nie;20;2;Rzadkie podróże;1;3;Zadowolony;2728;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Nie;33;5;Brak podróży;4;3;Średnio zadowolony;5368;Rozwiedziony/Rozwiedziona;Tak;26-35;4001-6000;5-8
Nie;36;2;Rzadkie podróże;3;3;Niezadowolony;5347;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;44;2;Rzadkie podróże;4;3;Średnio zadowolony;3195;Rozwiedziony/Rozwiedziona;Tak;36-45;2001-4000;0-4
Tak;23;4;Rzadkie podróże;3;2;Zadowolony;3989;Wolny/Wolna;Tak;19-25;2001-4000;0-4
Nie;38;0;Rzadkie podróże;3;3;Zadowolony;3306;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Nie;53;3;Rzadkie podróże;4;4;Średnio zadowolony;7005;Żonaty/Zamężna;Nie;46-55;6001-8000;0-4
Tak;48;7;Częste podróże;3;3;Zadowolony;2655;Żonaty/Zamężna;Tak;46-55;2001-4000;5-8
Tak;32;0;Rzadkie podróże;2;3;Zadowolony;1393;Wolny/Wolna;Nie;26-35;0-2000;0-4
Nie;26;7;Brak podróży;4;3;Zadowolony;2570;Wolny/Wolna;Nie;26-35;2001-4000;5-8
Nie;55;2;Rzadkie podróże;2;2;Niezadowolony;3537;Rozwiedziony/Rozwiedziona;Nie;46-55;2001-4000;0-4
Nie;34;10;Rzadkie podróże;4;2;Średnio zadowolony;3986;Żonaty/Zamężna;Nie;26-35;2001-4000;9-12
Nie;60;0;Rzadkie podróże;4;1;Średnio zadowolony;10883;Rozwiedziony/Rozwiedziona;Nie;56-65;10000+;0-4
Nie;33;11;Rzadkie podróże;2;4;Średnio zadowolony;2028;Żonaty/Zamężna;Nie;26-35;2001-4000;9-12
Nie;37;3;Częste podróże;4;1;Średnio zadowolony;9525;Rozwiedziony/Rozwiedziona;Nie;36-45;8001-10000;0-4
Nie;34;9;Rzadkie podróże;4;2;Średnio zadowolony;2929;Żonaty/Zamężna;Nie;26-35;2001-4000;9-12
Tak;23;2;Rzadkie podróże;4;3;Średnio zadowolony;2275;Rozwiedziony/Rozwiedziona;Tak;19-25;2001-4000;0-4
Nie;44;7;Rzadkie podróże;4;4;Średnio zadowolony;7879;Żonaty/Zamężna;Tak;36-45;6001-8000;5-8
Nie;35;4;Częste podróże;4;2;Niezadowolony;4930;Wolny/Wolna;Tak;26-35;4001-6000;0-4
Nie;43;9;Rzadkie podróże;4;3;Zadowolony;7847;Żonaty/Zamężna;Tak;36-45;6001-8000;9-12
Nie;24;3;Rzadkie podróże;3;4;Średnio zadowolony;4401;Żonaty/Zamężna;Nie;19-25;4001-6000;0-4
Nie;41;8;Rzadkie podróże;3;3;Zadowolony;9241;Wolny/Wolna;Nie;36-45;8001-10000;5-8
Nie;29;3;Rzadkie podróże;3;3;Zadowolony;2974;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;36;7;Rzadkie podróże;4;3;Średnio zadowolony;4502;Wolny/Wolna;Nie;36-45;4001-6000;5-8
Nie;45;15;Brak podróży;3;2;Średnio zadowolony;10748;Żonaty/Zamężna;Nie;36-45;10000+;13-16
Tak;24;0;Rzadkie podróże;3;1;Zadowolony;1555;Żonaty/Zamężna;Nie;19-25;0-2000;0-4
Tak;47;5;Częste podróże;3;1;Średnio zadowolony;12936;Żonaty/Zamężna;Nie;46-55;10000+;5-8
Nie;26;2;Rzadkie podróże;3;1;Zadowolony;2305;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;45;6;Rzadkie podróże;2;2;Zadowolony;16704;Wolny/Wolna;Nie;36-45;10000+;5-8
Nie;32;2;Częste podróże;3;3;Niezadowolony;3433;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;31;2;Rzadkie podróże;3;3;Średnio zadowolony;3477;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;41;2;Brak podróży;2;1;Średnio zadowolony;6430;Żonaty/Zamężna;Nie;36-45;6001-8000;0-4
Nie;40;0;Rzadkie podróże;1;3;Średnio zadowolony;6516;Żonaty/Zamężna;Tak;36-45;6001-8000;0-4
Nie;24;2;Rzadkie podróże;1;3;Średnio zadowolony;3907;Rozwiedziony/Rozwiedziona;Nie;19-25;2001-4000;0-4
Nie;46;7;Rzadkie podróże;2;3;Średnio zadowolony;5562;Wolny/Wolna;Nie;46-55;4001-6000;5-8
Nie;35;7;Rzadkie podróże;3;3;Zadowolony;6883;Żonaty/Zamężna;Nie;26-35;6001-8000;5-8
Nie;30;0;Rzadkie podróże;4;3;Średnio zadowolony;2862;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;47;0;Brak podróży;2;3;Średnio zadowolony;4978;Żonaty/Zamężna;Nie;46-55;4001-6000;0-4
Nie;46;6;Rzadkie podróże;4;3;Średnio zadowolony;10368;Rozwiedziony/Rozwiedziona;Tak;46-55;10000+;5-8
Tak;36;2;Rzadkie podróże;1;2;Średnio zadowolony;6134;Rozwiedziony/Rozwiedziona;Tak;36-45;6001-8000;0-4
Tak;32;0;Rzadkie podróże;2;1;Niezadowolony;6735;Wolny/Wolna;Nie;26-35;6001-8000;0-4
Nie;23;2;Rzadkie podróże;2;3;Średnio zadowolony;3295;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Nie;31;4;Częste podróże;4;3;Zadowolony;5238;Wolny/Wolna;Nie;26-35;4001-6000;0-4
Nie;39;8;Brak podróży;4;3;Zadowolony;6472;Żonaty/Zamężna;Tak;36-45;6001-8000;5-8
Nie;32;3;Rzadkie podróże;3;1;Zadowolony;9610;Żonaty/Zamężna;Nie;26-35;8001-10000;0-4
Nie;40;8;Rzadkie podróże;2;3;Średnio zadowolony;19833;Wolny/Wolna;Nie;36-45;10000+;5-8
Nie;45;0;Rzadkie podróże;3;1;Średnio zadowolony;9756;Żonaty/Zamężna;Nie;36-45;8001-10000;0-4
Nie;30;7;Częste podróże;1;2;Zadowolony;4968;Wolny/Wolna;Nie;26-35;4001-6000;5-8
Nie;24;2;Częste podróże;4;3;Niezadowolony;2145;Żonaty/Zamężna;Nie;19-25;2001-4000;0-4
Tak;30;2;Częste podróże;4;2;Średnio zadowolony;2180;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;31;2;Rzadkie podróże;3;3;Niezadowolony;8346;Żonaty/Zamężna;Nie;26-35;8001-10000;0-4
Nie;27;2;Rzadkie podróże;4;3;Średnio zadowolony;3445;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Tak;29;2;Rzadkie podróże;2;1;Średnio zadowolony;2760;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Nie;29;2;Częste podróże;3;4;Zadowolony;6294;Wolny/Wolna;Tak;26-35;6001-8000;0-4
Nie;30;7;Rzadkie podróże;1;2;Średnio zadowolony;7140;Rozwiedziony/Rozwiedziona;Nie;26-35;6001-8000;5-8
Nie;34;0;Rzadkie podróże;4;4;Zadowolony;2932;Żonaty/Zamężna;Tak;26-35;2001-4000;0-4
Nie;33;7;Brak podróży;2;3;Zadowolony;5147;Wolny/Wolna;Nie;26-35;4001-6000;5-8
Nie;49;1;Rzadkie podróże;4;3;Zadowolony;4507;Wolny/Wolna;Nie;46-55;4001-6000;0-4
Tak;33;0;Rzadkie podróże;1;3;Niezadowolony;8564;Wolny/Wolna;Tak;26-35;8001-10000;0-4
Nie;38;1;Częste podróże;2;2;Średnio zadowolony;2468;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Tak;31;0;Rzadkie podróże;3;3;Niezadowolony;8161;Żonaty/Zamężna;Nie;26-35;8001-10000;0-4
Nie;29;0;Rzadkie podróże;1;2;Zadowolony;2109;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;30;0;Rzadkie podróże;3;4;Średnio zadowolony;5294;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Nie;32;7;Brak podróży;2;3;Średnio zadowolony;2718;Wolny/Wolna;Nie;26-35;2001-4000;5-8
Nie;38;0;Rzadkie podróże;4;1;Średnio zadowolony;5811;Żonaty/Zamężna;Tak;36-45;4001-6000;0-4
Tak;43;0;Częste podróże;3;2;Średnio zadowolony;2437;Żonaty/Zamężna;Tak;36-45;2001-4000;0-4
Nie;42;3;Rzadkie podróże;2;3;Średnio zadowolony;2766;Rozwiedziony/Rozwiedziona;Nie;36-45;2001-4000;0-4
Nie;55;0;Rzadkie podróże;1;2;Średnio zadowolony;19038;Żonaty/Zamężna;Nie;46-55;10000+;0-4
Nie;33;8;Brak podróży;2;3;Zadowolony;3055;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;5-8
Nie;41;3;Rzadkie podróże;1;3;Średnio zadowolony;2289;Rozwiedziony/Rozwiedziona;Nie;36-45;2001-4000;0-4
Nie;34;14;Brak podróży;3;3;Zadowolony;4001;Rozwiedziony/Rozwiedziona;Tak;26-35;4001-6000;13-16
Nie;53;2;Brak podróży;3;2;Niezadowolony;12965;Żonaty/Zamężna;Tak;46-55;10000+;0-4
Nie;43;7;Rzadkie podróże;4;3;Średnio zadowolony;3539;Wolny/Wolna;Nie;36-45;2001-4000;5-8
Nie;34;2;Rzadkie podróże;4;1;Zadowolony;6029;Wolny/Wolna;Nie;26-35;6001-8000;0-4
Tak;21;0;Rzadkie podróże;2;3;Średnio zadowolony;2679;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Nie;38;4;Rzadkie podróże;3;2;Zadowolony;3702;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Tak;22;0;Rzadkie podróże;1;3;Średnio zadowolony;2398;Żonaty/Zamężna;Tak;19-25;2001-4000;0-4
Nie;31;7;Rzadkie podróże;4;2;Niezadowolony;5468;Żonaty/Zamężna;Nie;26-35;4001-6000;5-8
Nie;51;2;Rzadkie podróże;3;3;Niezadowolony;13116;Żonaty/Zamężna;Nie;46-55;10000+;0-4
Nie;37;2;Rzadkie podróże;2;2;Średnio zadowolony;4189;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;46;1;Rzadkie podróże;4;3;Średnio zadowolony;19328;Rozwiedziony/Rozwiedziona;Tak;46-55;10000+;0-4
Nie;36;8;Rzadkie podróże;1;3;Zadowolony;8321;Żonaty/Zamężna;Tak;36-45;8001-10000;5-8
Tak;44;3;Częste podróże;2;3;Średnio zadowolony;2342;Rozwiedziony/Rozwiedziona;Tak;36-45;2001-4000;0-4
Nie;37;0;Rzadkie podróże;2;3;Średnio zadowolony;4071;Rozwiedziony/Rozwiedziona;Nie;36-45;4001-6000;0-4
Tak;35;7;Rzadkie podróże;4;3;Średnio zadowolony;5813;Wolny/Wolna;Tak;26-35;4001-6000;5-8
Nie;33;8;Rzadkie podróże;1;4;Zadowolony;3143;Żonaty/Zamężna;Nie;26-35;2001-4000;5-8
Nie;28;3;Rzadkie podróże;4;3;Średnio zadowolony;2044;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;39;3;Rzadkie podróże;3;3;Średnio zadowolony;13464;Wolny/Wolna;Nie;36-45;10000+;0-4
Nie;46;2;Brak podróży;2;2;Średnio zadowolony;7991;Wolny/Wolna;Nie;46-55;6001-8000;0-4
Nie;40;3;Rzadkie podróże;1;3;Średnio zadowolony;3377;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Nie;42;0;Rzadkie podróże;1;4;Średnio zadowolony;5538;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;35;7;Brak podróży;4;3;Średnio zadowolony;5762;Rozwiedziony/Rozwiedziona;Nie;26-35;4001-6000;5-8
Nie;38;10;Brak podróży;2;3;Niezadowolony;2592;Rozwiedziony/Rozwiedziona;Nie;36-45;2001-4000;9-12
Tak;34;1;Częste podróże;1;3;Zadowolony;5346;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Tak;37;3;Rzadkie podróże;1;3;Zadowolony;4213;Wolny/Wolna;Nie;36-45;4001-6000;0-4
Nie;39;1;Częste podróże;4;3;Średnio zadowolony;4127;Rozwiedziony/Rozwiedziona;Nie;36-45;4001-6000;0-4
Nie;43;2;Brak podróży;3;3;Niezadowolony;2438;Wolny/Wolna;Nie;36-45;2001-4000;0-4
Nie;41;2;Rzadkie podróże;2;4;Średnio zadowolony;6870;Wolny/Wolna;Nie;36-45;6001-8000;0-4
Nie;41;14;Rzadkie podróże;3;3;Średnio zadowolony;10447;Rozwiedziony/Rozwiedziona;Tak;36-45;10000+;13-16
Nie;30;7;Rzadkie podróże;3;3;Niezadowolony;9667;Wolny/Wolna;Nie;26-35;8001-10000;5-8
Tak;26;1;Rzadkie podróże;2;3;Zadowolony;2148;Żonaty/Zamężna;Tak;26-35;2001-4000;0-4
Tak;46;7;Rzadkie podróże;2;3;Zadowolony;8926;Żonaty/Zamężna;Nie;46-55;8001-10000;5-8
Nie;40;3;Rzadkie podróże;4;3;Średnio zadowolony;6513;Rozwiedziony/Rozwiedziona;Nie;36-45;6001-8000;0-4
Nie;34;8;Rzadkie podróże;3;4;Średnio zadowolony;6799;Żonaty/Zamężna;Nie;26-35;6001-8000;5-8
Nie;58;9;Brak podróży;2;3;Średnio zadowolony;16291;Rozwiedziony/Rozwiedziona;Nie;56-65;10000+;9-12
Nie;35;4;Rzadkie podróże;3;1;Średnio zadowolony;2705;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;47;11;Rzadkie podróże;2;2;Średnio zadowolony;10333;Rozwiedziony/Rozwiedziona;Tak;46-55;10000+;9-12
Nie;40;4;Rzadkie podróże;1;3;Średnio zadowolony;4448;Rozwiedziony/Rozwiedziona;Nie;36-45;4001-6000;0-4
Nie;54;1;Rzadkie podróże;4;3;Zadowolony;6854;Żonaty/Zamężna;Nie;46-55;6001-8000;0-4
Nie;31;2;Częste podróże;1;3;Niezadowolony;9637;Żonaty/Zamężna;Nie;26-35;8001-10000;0-4
Nie;28;2;Rzadkie podróże;1;3;Średnio zadowolony;3591;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;38;2;Rzadkie podróże;4;1;Średnio zadowolony;5405;Żonaty/Zamężna;Tak;36-45;4001-6000;0-4
Nie;26;3;Rzadkie podróże;4;3;Średnio zadowolony;4684;Wolny/Wolna;Nie;26-35;4001-6000;0-4
Nie;58;2;Częste podróże;3;3;Niezadowolony;15787;Żonaty/Zamężna;Tak;56-65;10000+;0-4
Nie;18;0;Brak podróży;3;3;Średnio zadowolony;1514;Wolny/Wolna;Nie;0-18;0-2000;0-4
